farmer_id,state,district,land_holding_acres,annual_income,crop,farmer_category,taluka,village
679,Maharashtra,Solapur,4.43,440270,Wheat,Small,Mohol,Penur
680,Maharashtra,Beed,6.86,244472,Rice,Medium,Patoda,Therla
681,Maharashtra,Beed,6.8,404590,Cotton,Medium,Patoda,Chousala
682,Maharashtra,Satara,6.75,341581,Soybean,Medium,Phaltan,Lonand
683,Maharashtra,Beed,0.58,284196,Soybean,Marginal,Patoda,Therla
684,Maharashtra,Solapur,6.12,257609,Sugarcane,Medium,Mohol,Penur
685,Maharashtra,Nagpur,6.19,489891,Soybean,Medium,Hingna,Takli
686,Maharashtra,Satara,5.59,201014,Sugarcane,Medium,Phaltan,Sakharwadi
687,Maharashtra,Raigad,6.17,333006,Wheat,Medium,Alibag,Chaul
688,Maharashtra,Nanded,6.81,323813,Wheat,Medium,Biloli,Hadsani
689,Maharashtra,Nanded,4.03,433363,Wheat,Small,Degloor,Gokunda
690,Maharashtra,Nashik,4.27,234844,Rice,Small,Unknown,Unknown
691,Maharashtra,Palghar,1.44,328060,Rice,Small,Unknown,Unknown
692,Maharashtra,Yavatmal,3.39,323022,Sugarcane,Small,Unknown,Unknown
693,Maharashtra,Beed,5.33,315129,Soybean,Medium,Ashti,Kasewadi
694,Maharashtra,Beed,6.35,254720,Soybean,Medium,Georai,Thakarwadi
695,Maharashtra,Palghar,2.13,91235,Wheat,Small,Unknown,Unknown
696,Maharashtra,Pune,1.53,331075,Cotton,Small,Junnar,Alephata
697,Maharashtra,Raigad,5.47,142876,Rice,Medium,Alibag,Chaul
698,Maharashtra,Kolhapur,0.51,50336,Rice,Marginal,Hatkanangale,Pethvadgaon
699,Maharashtra,Satara,1.84,355077,Wheat,Small,Wai,Kikali
700,Maharashtra,Raigad,0.72,357680,Rice,Marginal,Mahad,Dasgaon
701,Maharashtra,Amravati,1.75,119504,Wheat,Small,Achalpur,Paratwada
702,Maharashtra,Beed,1.86,149214,Sugarcane,Small,Patoda,Chousala
703,Maharashtra,Yavatmal,3.41,232220,Soybean,Small,Unknown,Unknown
704,Maharashtra,Nashik,3.52,163936,Cotton,Small,Unknown,Unknown
705,Maharashtra,Nanded,7.06,66279,Soybean,Medium,Mukhed,Pimpalgaon
706,Maharashtra,Beed,4.33,249737,Soybean,Small,Georai,Kada
707,Maharashtra,Nashik,5.93,153751,Sugarcane,Medium,Unknown,Unknown
708,Maharashtra,Solapur,1.28,416577,Rice,Small,Mohol,Shirapur
709,Maharashtra,Raigad,2.19,121386,Cotton,Small,Alibag,Chaul
710,Maharashtra,Solapur,5.77,136124,Rice,Medium,Mohol,Penur
711,Maharashtra,Kolhapur,0.9,417894,Soybean,Marginal,Radhanagari,Kasba Radhanagari
712,Maharashtra,Nagpur,4.15,389629,Wheat,Small,Kalmeshwar,Mohpa
713,Maharashtra,Amravati,5.0,386199,Soybean,Small,Chandur,Rajura
714,Maharashtra,Raigad,5.02,141911,Rice,Medium,Alibag,Varsoli
715,Maharashtra,Pune,0.67,410762,Soybean,Marginal,Junnar,Narayangaon
716,Maharashtra,Kolhapur,2.92,247742,Wheat,Small,Radhanagari,Gargoti
717,Maharashtra,Aurangabad,5.27,497244,Sugarcane,Medium,Paithan,Waluj
718,Maharashtra,Pune,1.62,271094,Rice,Small,Haveli,Wagholi
719,Maharashtra,Satara,5.72,426036,Soybean,Medium,Wai,Kikali
720,Maharashtra,Yavatmal,6.09,287723,Rice,Medium,Unknown,Unknown
721,Maharashtra,Raigad,7.86,383272,Sugarcane,Medium,Panvel,Kamothe
722,Maharashtra,Aurangabad,2.07,461324,Soybean,Small,Sillod,Ajanta
723,Maharashtra,Aurangabad,6.69,364639,Soybean,Medium,Sillod,Golegaon
724,Maharashtra,Kolhapur,4.4,132806,Rice,Small,Hatkanangale,Hupari
725,Maharashtra,Palghar,3.3,405329,Rice,Small,Unknown,Unknown
726,Maharashtra,Nagpur,1.42,257605,Wheat,Small,Kalmeshwar,Gondkhairi
727,Maharashtra,Raigad,6.02,280097,Sugarcane,Medium,Alibag,Varsoli
728,Maharashtra,Palghar,2.27,495725,Wheat,Small,Unknown,Unknown
729,Maharashtra,Kolhapur,3.29,247478,Soybean,Small,Radhanagari,Gargoti
730,Maharashtra,Satara,0.97,220591,Rice,Marginal,Wai,Dhom
731,Maharashtra,Nanded,6.51,361793,Soybean,Medium,Mukhed,Pimpalgaon
732,Maharashtra,Beed,6.25,215596,Soybean,Medium,Patoda,Chousala
733,Maharashtra,Beed,6.0,214957,Cotton,Medium,Ashti,Dhanora
734,Maharashtra,Nagpur,2.75,487585,Cotton,Small,Kalmeshwar,Gondkhairi
735,Maharashtra,Satara,1.8,282204,Soybean,Small,Wai,Bavdhan
736,Maharashtra,Nagpur,5.28,407546,Rice,Medium,Katol,Dhapewada
737,Maharashtra,Raigad,4.22,342820,Soybean,Small,Mahad,Birwadi
738,Maharashtra,Raigad,1.84,376237,Cotton,Small,Panvel,Kamothe
739,Maharashtra,Nashik,5.64,490980,Rice,Medium,Unknown,Unknown
740,Maharashtra,Palghar,7.93,231871,Soybean,Medium,Unknown,Unknown
741,Maharashtra,Beed,6.1,391558,Sugarcane,Medium,Georai,Bansarola
742,Maharashtra,Aurangabad,6.05,405239,Sugarcane,Medium,Paithan,Waluj
743,Maharashtra,Palghar,7.63,293154,Soybean,Medium,Unknown,Unknown
744,Maharashtra,Amravati,2.02,122307,Rice,Small,Daryapur,Yeoda
745,Maharashtra,Raigad,4.74,407576,Soybean,Small,Panvel,Kamothe
746,Maharashtra,Yavatmal,7.85,344067,Soybean,Medium,Unknown,Unknown
747,Maharashtra,Satara,1.74,429593,Cotton,Small,Phaltan,Sakharwadi
748,Maharashtra,Pune,5.75,285998,Sugarcane,Medium,Haveli,Wagholi
749,Maharashtra,Nagpur,4.89,359718,Cotton,Small,Hingna,Wanadongri
750,Maharashtra,Raigad,4.9,486607,Cotton,Small,Mahad,Kamble
751,Maharashtra,Palghar,5.73,171757,Soybean,Medium,Unknown,Unknown
752,Maharashtra,Yavatmal,7.47,103664,Cotton,Medium,Unknown,Unknown
753,Maharashtra,Palghar,6.37,379528,Sugarcane,Medium,Unknown,Unknown
754,Maharashtra,Pune,0.92,343171,Cotton,Marginal,Junnar,Narayangaon
755,Maharashtra,Yavatmal,6.9,216536,Sugarcane,Medium,Unknown,Unknown
756,Maharashtra,Amravati,2.19,346629,Cotton,Small,Chandur,Kurha
757,Maharashtra,Pune,3.33,309438,Sugarcane,Small,Junnar,Otur
758,Maharashtra,Kolhapur,3.96,200528,Cotton,Small,Karvir,Uchgaon
759,Maharashtra,Solapur,4.11,347698,Cotton,Small,Mohol,Penur
760,Maharashtra,Kolhapur,3.76,359066,Rice,Small,Radhanagari,Dhamod
761,Maharashtra,Beed,7.53,325553,Sugarcane,Medium,Patoda,Jaulkhed
762,Maharashtra,Palghar,5.8,250399,Sugarcane,Medium,Unknown,Unknown
763,Maharashtra,Raigad,5.23,272472,Sugarcane,Medium,Mahad,Dasgaon
764,Maharashtra,Raigad,0.87,348783,Wheat,Marginal,Panvel,Karanjade
765,Maharashtra,Raigad,7.28,281182,Cotton,Medium,Alibag,Varsoli
766,Maharashtra,Solapur,7.32,331836,Sugarcane,Medium,Mohol,Shirapur
767,Maharashtra,Kolhapur,6.35,139037,Wheat,Medium,Hatkanangale,Hupari
768,Maharashtra,Solapur,0.55,259912,Rice,Marginal,Pandharpur,Mundhewadi
769,Maharashtra,Nanded,0.93,235272,Sugarcane,Marginal,Biloli,Sawargaon
770,Maharashtra,Palghar,2.19,274135,Sugarcane,Small,Unknown,Unknown
771,Maharashtra,Solapur,1.49,238487,Wheat,Small,Pandharpur,Bhalwani
772,Maharashtra,Aurangabad,3.49,68074,Cotton,Small,Paithan,Waluj
773,Maharashtra,Nagpur,7.42,196621,Rice,Medium,Katol,Metpanjara
774,Maharashtra,Nagpur,4.04,342107,Sugarcane,Small,Hingna,Takli
775,Maharashtra,Aurangabad,0.6,277434,Cotton,Marginal,Gangapur,Banewadi
776,Maharashtra,Yavatmal,2.62,282679,Rice,Small,Unknown,Unknown
777,Maharashtra,Nashik,0.83,102265,Soybean,Marginal,Unknown,Unknown
778,Maharashtra,Yavatmal,0.77,66061,Soybean,Marginal,Unknown,Unknown
779,Maharashtra,Pune,2.57,209882,Rice,Small,Junnar,Narayangaon
780,Maharashtra,Pune,2.57,163502,Wheat,Small,Ambegaon,Manchar
781,Maharashtra,Solapur,6.4,334944,Rice,Medium,Pandharpur,Kasegaon
782,Maharashtra,Kolhapur,7.81,428336,Rice,Medium,Hatkanangale,Jaysingpur
783,Maharashtra,Kolhapur,3.28,306505,Wheat,Small,Karvir,Kalamba
784,Maharashtra,Nagpur,3.72,157228,Wheat,Small,Kalmeshwar,Mohpa
785,Maharashtra,Satara,6.84,256548,Cotton,Medium,Phaltan,Nimb
786,Maharashtra,Yavatmal,2.51,340198,Cotton,Small,Unknown,Unknown
787,Maharashtra,Nanded,1.67,226469,Wheat,Small,Degloor,Kangti
788,Maharashtra,Palghar,6.9,63233,Soybean,Medium,Unknown,Unknown
789,Maharashtra,Beed,0.85,292277,Soybean,Marginal,Georai,Kada
790,Maharashtra,Amravati,5.15,206140,Rice,Medium,Chandur,Kurha
791,Maharashtra,Kolhapur,4.71,377871,Sugarcane,Small,Radhanagari,Kasba Radhanagari
792,Maharashtra,Palghar,3.09,402754,Rice,Small,Unknown,Unknown
793,Maharashtra,Amravati,2.86,382597,Rice,Small,Chandur,Kurha
794,Maharashtra,Palghar,6.29,154135,Sugarcane,Medium,Unknown,Unknown
795,Maharashtra,Solapur,1.15,469048,Wheat,Small,Barshi,Tadsoundane
796,Maharashtra,Amravati,2.28,420608,Soybean,Small,Daryapur,Yeoda
797,Maharashtra,Beed,5.99,267314,Rice,Medium,Patoda,Chousala
798,Maharashtra,Palghar,4.61,63682,Sugarcane,Small,Unknown,Unknown
799,Maharashtra,Aurangabad,1.46,204455,Cotton,Small,Gangapur,Shendra
800,Maharashtra,Beed,7.12,370304,Rice,Medium,Georai,Kada
801,Maharashtra,Amravati,3.45,274404,Soybean,Small,Achalpur,Paratwada
802,Maharashtra,Beed,6.71,335810,Wheat,Medium,Georai,Thakarwadi
803,Maharashtra,Palghar,6.41,370961,Rice,Medium,Unknown,Unknown
804,Maharashtra,Nashik,5.18,141198,Rice,Medium,Unknown,Unknown
805,Maharashtra,Palghar,4.21,477858,Sugarcane,Small,Unknown,Unknown
806,Maharashtra,Palghar,7.85,91830,Cotton,Medium,Unknown,Unknown
807,Maharashtra,Solapur,1.59,60234,Cotton,Small,Pandharpur,Mundhewadi
808,Maharashtra,Yavatmal,5.94,107616,Wheat,Medium,Unknown,Unknown
809,Maharashtra,Aurangabad,1.93,321365,Soybean,Small,Paithan,Bidkin
810,Maharashtra,Nanded,3.04,192482,Wheat,Small,Degloor,Kangti
811,Maharashtra,Kolhapur,2.82,261127,Rice,Small,Karvir,Shiroli
812,Maharashtra,Pune,7.6,242485,Rice,Medium,Haveli,Theur
813,Maharashtra,Yavatmal,7.76,51051,Cotton,Medium,Unknown,Unknown
814,Maharashtra,Pune,1.87,422673,Soybean,Small,Junnar,Otur
815,Maharashtra,Solapur,0.67,126918,Sugarcane,Marginal,Mohol,Penur
816,Maharashtra,Aurangabad,5.9,128116,Soybean,Medium,Gangapur,Lasur
817,Maharashtra,Raigad,3.63,434370,Rice,Small,Panvel,Kamothe
818,Maharashtra,Palghar,1.17,499779,Sugarcane,Small,Unknown,Unknown
819,Maharashtra,Raigad,5.63,278931,Soybean,Medium,Mahad,Kamble
820,Maharashtra,Raigad,4.59,356901,Soybean,Small,Alibag,Revdanda
821,Maharashtra,Nagpur,7.85,433152,Sugarcane,Medium,Katol,Dhapewada
822,Maharashtra,Raigad,2.21,258547,Rice,Small,Alibag,Chaul
823,Maharashtra,Kolhapur,3.53,494473,Soybean,Small,Karvir,Kalamba
824,Maharashtra,Nashik,4.57,276572,Sugarcane,Small,Unknown,Unknown
825,Maharashtra,Nagpur,6.44,181379,Rice,Medium,Hingna,Takli
826,Maharashtra,Solapur,4.62,106889,Sugarcane,Small,Mohol,Penur
827,Maharashtra,Yavatmal,5.1,276256,Sugarcane,Medium,Unknown,Unknown
828,Maharashtra,Nashik,2.2,348088,Soybean,Small,Unknown,Unknown
829,Maharashtra,Beed,6.85,411699,Rice,Medium,Patoda,Chousala
830,Maharashtra,Amravati,3.71,88134,Soybean,Small,Achalpur,Pathrot
831,Maharashtra,Nashik,1.56,470539,Wheat,Small,Unknown,Unknown
832,Maharashtra,Nanded,5.48,252834,Wheat,Medium,Mukhed,Dapkarja
833,Maharashtra,Raigad,2.12,277579,Rice,Small,Mahad,Kamble
834,Maharashtra,Solapur,1.23,75954,Sugarcane,Small,Pandharpur,Bhalwani
835,Maharashtra,Satara,6.96,236093,Soybean,Medium,Wai,Kikali
836,Maharashtra,Amravati,3.95,402103,Soybean,Small,Chandur,Kurha
837,Maharashtra,Pune,6.12,276999,Rice,Medium,Ambegaon,Manchar
838,Maharashtra,Kolhapur,2.68,260938,Rice,Small,Hatkanangale,Jaysingpur
839,Maharashtra,Pune,6.4,251499,Wheat,Medium,Haveli,Uruli
840,Maharashtra,Nashik,1.34,317136,Cotton,Small,Unknown,Unknown
841,Maharashtra,Pune,3.17,51961,Rice,Small,Haveli,Uruli
842,Maharashtra,Nanded,7.84,62497,Cotton,Medium,Mukhed,Honer
843,Maharashtra,Solapur,6.45,475767,Rice,Medium,Pandharpur,Bhalwani
844,Maharashtra,Beed,4.23,306446,Sugarcane,Small,Ashti,Pimpri
845,Maharashtra,Yavatmal,3.05,498971,Sugarcane,Small,Unknown,Unknown
846,Maharashtra,Kolhapur,7.04,325399,Wheat,Medium,Karvir,Shiroli
847,Maharashtra,Nanded,4.59,185639,Wheat,Small,Biloli,Kundalwadi
848,Maharashtra,Nanded,6.19,360991,Cotton,Medium,Mukhed,Honer
849,Maharashtra,Pune,6.16,285889,Rice,Medium,Haveli,Uruli
850,Maharashtra,Raigad,0.63,229075,Soybean,Marginal,Panvel,Kalamboli
851,Maharashtra,Pune,1.45,70389,Wheat,Small,Junnar,Otur
852,Maharashtra,Nashik,5.45,225595,Soybean,Medium,Unknown,Unknown
853,Maharashtra,Yavatmal,1.71,435946,Soybean,Small,Unknown,Unknown
854,Maharashtra,Nagpur,2.42,373720,Rice,Small,Katol,Dhapewada
855,Maharashtra,Pune,7.6,356063,Cotton,Medium,Ambegaon,Ghodegaon
856,Maharashtra,Solapur,4.7,263175,Rice,Small,Barshi,Vairag
857,Maharashtra,Satara,6.13,53358,Wheat,Medium,Wai,Bavdhan
858,Maharashtra,Kolhapur,4.68,400679,Soybean,Small,Karvir,Shiroli
859,Maharashtra,Palghar,4.64,302557,Rice,Small,Unknown,Unknown
860,Maharashtra,Pune,1.21,257596,Rice,Small,Haveli,Uruli
861,Maharashtra,Solapur,3.08,304488,Rice,Small,Barshi,Sukewadi
862,Maharashtra,Solapur,2.62,155982,Wheat,Small,Mohol,Penur
863,Maharashtra,Kolhapur,3.43,278129,Cotton,Small,Karvir,Kalamba
864,Maharashtra,Nagpur,6.49,317842,Rice,Medium,Katol,Metpanjara
865,Maharashtra,Solapur,3.29,378953,Wheat,Small,Pandharpur,Kasegaon
866,Maharashtra,Satara,3.89,143079,Soybean,Small,Phaltan,Nimb
867,Maharashtra,Solapur,3.48,105805,Sugarcane,Small,Mohol,Penur
868,Maharashtra,Solapur,1.2,212421,Wheat,Small,Barshi,Vairag
869,Maharashtra,Solapur,3.81,257849,Sugarcane,Small,Barshi,Sukewadi
870,Maharashtra,Beed,1.97,493464,Rice,Small,Ashti,Dhanora
871,Maharashtra,Beed,1.9,387177,Rice,Small,Georai,Thakarwadi
872,Maharashtra,Nagpur,1.21,288483,Wheat,Small,Hingna,Raipur
873,Maharashtra,Pune,3.18,410383,Sugarcane,Small,Haveli,Uruli
874,Maharashtra,Solapur,6.18,442551,Rice,Medium,Pandharpur,Mundhewadi
875,Maharashtra,Yavatmal,2.57,94041,Soybean,Small,Unknown,Unknown
876,Maharashtra,Pune,2.84,344098,Cotton,Small,Ambegaon,Awasari
877,Maharashtra,Nagpur,5.32,320146,Cotton,Medium,Hingna,Raipur
878,Maharashtra,Raigad,1.97,381927,Rice,Small,Alibag,Chaul
879,Maharashtra,Raigad,7.23,157524,Sugarcane,Medium,Panvel,Kamothe
880,Maharashtra,Aurangabad,4.4,268306,Rice,Small,Paithan,Patoda
881,Maharashtra,Pune,3.86,437001,Sugarcane,Small,Haveli,Wagholi
882,Maharashtra,Pune,4.68,69738,Soybean,Small,Ambegaon,Awasari
883,Maharashtra,Amravati,1.75,322847,Sugarcane,Small,Daryapur,Anjangaon
884,Maharashtra,Nashik,5.1,163776,Rice,Medium,Unknown,Unknown
885,Maharashtra,Palghar,3.22,230494,Soybean,Small,Unknown,Unknown
886,Maharashtra,Amravati,7.23,242971,Wheat,Medium,Chandur,Nandgaon
887,Maharashtra,Satara,1.77,455608,Cotton,Small,Karad,Umbraj
888,Maharashtra,Beed,4.3,356868,Rice,Small,Patoda,Therla
889,Maharashtra,Beed,4.99,344443,Rice,Small,Georai,Kada
890,Maharashtra,Nashik,0.75,327785,Rice,Marginal,Unknown,Unknown
891,Maharashtra,Kolhapur,3.23,391678,Soybean,Small,Karvir,Uchgaon
892,Maharashtra,Kolhapur,5.99,318449,Wheat,Medium,Radhanagari,Gargoti
893,Maharashtra,Nagpur,6.65,279334,Sugarcane,Medium,Kalmeshwar,Kohali
894,Maharashtra,Nanded,2.85,330926,Wheat,Small,Degloor,Mukramabad
895,Maharashtra,Nashik,6.49,390401,Soybean,Medium,Unknown,Unknown
896,Maharashtra,Palghar,7.76,286371,Rice,Medium,Unknown,Unknown
897,Maharashtra,Pune,6.93,127963,Cotton,Medium,Ambegaon,Ghodegaon
898,Maharashtra,Kolhapur,1.38,171987,Rice,Small,Hatkanangale,Pethvadgaon
899,Maharashtra,Palghar,6.05,201638,Sugarcane,Medium,Unknown,Unknown
900,Maharashtra,Solapur,2.9,174591,Cotton,Small,Pandharpur,Bhalwani
901,Maharashtra,Nanded,7.91,117766,Rice,Medium,Mukhed,Pimpalgaon
902,Maharashtra,Yavatmal,4.14,56511,Cotton,Small,Unknown,Unknown
903,Maharashtra,Pune,1.42,164816,Wheat,Small,Junnar,Otur
904,Maharashtra,Satara,5.94,299432,Soybean,Medium,Karad,Umbraj
905,Maharashtra,Solapur,2.92,469393,Rice,Small,Mohol,Kamti
906,Maharashtra,Solapur,7.98,316909,Sugarcane,Medium,Barshi,Sukewadi
907,Maharashtra,Nashik,7.85,201426,Wheat,Medium,Unknown,Unknown
908,Maharashtra,Nanded,5.42,336073,Rice,Medium,Mukhed,Dapkarja
909,Maharashtra,Nagpur,1.47,209892,Wheat,Small,Kalmeshwar,Kohali
910,Maharashtra,Satara,5.65,161576,Sugarcane,Medium,Karad,Masur
911,Maharashtra,Kolhapur,1.2,472739,Rice,Small,Hatkanangale,Pethvadgaon
912,Maharashtra,Palghar,0.72,121088,Sugarcane,Marginal,Unknown,Unknown
913,Maharashtra,Nashik,6.67,127525,Cotton,Medium,Unknown,Unknown
914,Maharashtra,Kolhapur,2.07,63780,Sugarcane,Small,Radhanagari,Kasba Radhanagari
915,Maharashtra,Nashik,3.34,318733,Cotton,Small,Unknown,Unknown
916,Maharashtra,Nashik,7.8,478028,Rice,Medium,Unknown,Unknown
917,Maharashtra,Nashik,3.03,405808,Cotton,Small,Unknown,Unknown
918,Maharashtra,Nanded,2.72,489155,Rice,Small,Degloor,Gokunda
919,Maharashtra,Nagpur,7.39,494709,Rice,Medium,Hingna,Wanadongri
920,Maharashtra,Nashik,1.33,154188,Soybean,Small,Unknown,Unknown
921,Maharashtra,Aurangabad,6.2,143326,Rice,Medium,Sillod,Andhari
922,Maharashtra,Yavatmal,7.91,353097,Cotton,Medium,Unknown,Unknown
923,Maharashtra,Kolhapur,7.26,115785,Soybean,Medium,Hatkanangale,Hupari
924,Maharashtra,Pune,5.39,69309,Soybean,Medium,Haveli,Theur
925,Maharashtra,Amravati,2.86,104195,Rice,Small,Achalpur,Pathrot
926,Maharashtra,Palghar,2.41,75901,Sugarcane,Small,Unknown,Unknown
927,Maharashtra,Satara,6.64,204648,Sugarcane,Medium,Phaltan,Nimb
928,Maharashtra,Beed,7.1,474724,Soybean,Medium,Patoda,Jaulkhed
929,Maharashtra,Nagpur,4.44,75464,Rice,Small,Kalmeshwar,Mohpa
930,Maharashtra,Pune,2.33,328404,Sugarcane,Small,Haveli,Uruli
931,Maharashtra,Solapur,1.35,174997,Rice,Small,Mohol,Shirapur
932,Maharashtra,Raigad,1.15,347584,Rice,Small,Alibag,Varsoli
933,Maharashtra,Aurangabad,5.89,407226,Soybean,Medium,Gangapur,Banewadi
934,Maharashtra,Beed,3.65,417727,Soybean,Small,Ashti,Pimpri
935,Maharashtra,Amravati,7.29,106683,Wheat,Medium,Achalpur,Pathrot
936,Maharashtra,Pune,6.05,436350,Sugarcane,Medium,Junnar,Otur
937,Maharashtra,Beed,1.93,222502,Sugarcane,Small,Georai,Thakarwadi
938,Maharashtra,Pune,5.1,445203,Sugarcane,Medium,Haveli,Theur
939,Maharashtra,Palghar,3.77,206177,Cotton,Small,Unknown,Unknown
940,Maharashtra,Aurangabad,4.83,128484,Rice,Small,Paithan,Bidkin
941,Maharashtra,Amravati,6.04,299819,Soybean,Medium,Chandur,Rajura
942,Maharashtra,Solapur,6.55,456242,Sugarcane,Medium,Barshi,Tadsoundane
943,Maharashtra,Nashik,6.83,380453,Wheat,Medium,Unknown,Unknown
944,Maharashtra,Kolhapur,2.4,358071,Sugarcane,Small,Karvir,Uchgaon
945,Maharashtra,Solapur,0.73,256486,Rice,Marginal,Mohol,Penur
946,Maharashtra,Nashik,6.04,355090,Rice,Medium,Unknown,Unknown
947,Maharashtra,Raigad,1.3,438647,Soybean,Small,Alibag,Chaul
948,Maharashtra,Nanded,2.86,499777,Cotton,Small,Degloor,Mukramabad
949,Maharashtra,Nanded,0.53,191449,Soybean,Marginal,Mukhed,Honer
950,Maharashtra,Nanded,5.61,103592,Sugarcane,Medium,Degloor,Gokunda
951,Maharashtra,Nagpur,1.75,188419,Wheat,Small,Hingna,Takli
952,Maharashtra,Yavatmal,5.41,345920,Soybean,Medium,Unknown,Unknown
953,Maharashtra,Satara,7.94,446999,Cotton,Medium,Wai,Dhom
954,Maharashtra,Satara,1.05,105798,Soybean,Small,Karad,Masur
955,Maharashtra,Nanded,1.08,185370,Rice,Small,Mukhed,Honer
956,Maharashtra,Kolhapur,3.05,382348,Sugarcane,Small,Karvir,Shiroli
957,Maharashtra,Amravati,7.0,398351,Sugarcane,Medium,Daryapur,Mangrul
958,Maharashtra,Aurangabad,2.12,412500,Sugarcane,Small,Gangapur,Lasur
959,Maharashtra,Amravati,3.2,498377,Sugarcane,Small,Daryapur,Mangrul
960,Maharashtra,Aurangabad,1.01,372796,Sugarcane,Small,Paithan,Patoda
961,Maharashtra,Amravati,6.22,477700,Sugarcane,Medium,Daryapur,Mangrul
962,Maharashtra,Yavatmal,3.56,441716,Wheat,Small,Unknown,Unknown
963,Maharashtra,Nagpur,6.19,293767,Cotton,Medium,Hingna,Takli
964,Maharashtra,Nagpur,7.28,70922,Sugarcane,Medium,Kalmeshwar,Mohpa
965,Maharashtra,Nanded,2.25,477244,Cotton,Small,Degloor,Mukramabad
966,Maharashtra,Raigad,6.56,463532,Sugarcane,Medium,Panvel,Karanjade
967,Maharashtra,Nashik,0.94,389140,Soybean,Marginal,Unknown,Unknown
968,Maharashtra,Raigad,7.24,460184,Sugarcane,Medium,Alibag,Revdanda
969,Maharashtra,Beed,5.38,342410,Rice,Medium,Patoda,Therla
970,Maharashtra,Nagpur,7.06,276817,Wheat,Medium,Hingna,Takli
971,Maharashtra,Nagpur,0.5,467216,Soybean,Marginal,Katol,Dhapewada
972,Maharashtra,Solapur,1.77,457227,Soybean,Small,Pandharpur,Mundhewadi
973,Maharashtra,Solapur,3.42,52866,Rice,Small,Barshi,Sukewadi
974,Maharashtra,Nashik,3.35,162669,Sugarcane,Small,Unknown,Unknown
975,Maharashtra,Palghar,2.2,318042,Wheat,Small,Unknown,Unknown
976,Maharashtra,Beed,3.36,330539,Soybean,Small,Ashti,Pimpri
977,Maharashtra,Raigad,1.47,220091,Wheat,Small,Alibag,Varsoli
978,Maharashtra,Kolhapur,3.6,316150,Soybean,Small,Radhanagari,Kasba Radhanagari
979,Maharashtra,Solapur,6.52,215465,Sugarcane,Medium,Barshi,Sukewadi
980,Maharashtra,Kolhapur,4.09,323100,Soybean,Small,Hatkanangale,Hupari
981,Maharashtra,Pune,0.64,493258,Soybean,Marginal,Haveli,Theur
982,Maharashtra,Solapur,3.66,449294,Cotton,Small,Mohol,Kamti
983,Maharashtra,Yavatmal,0.7,472847,Sugarcane,Marginal,Unknown,Unknown
984,Maharashtra,Palghar,7.75,407820,Rice,Medium,Unknown,Unknown
985,Maharashtra,Beed,1.46,171724,Rice,Small,Georai,Kada
986,Maharashtra,Nashik,5.81,112901,Sugarcane,Medium,Unknown,Unknown
987,Maharashtra,Pune,7.8,419371,Rice,Medium,Haveli,Wagholi
988,Maharashtra,Beed,6.7,250569,Sugarcane,Medium,Ashti,Dhanora
989,Maharashtra,Raigad,5.74,167192,Rice,Medium,Alibag,Chaul
990,Maharashtra,Nanded,6.8,222646,Cotton,Medium,Mukhed,Dapkarja
991,Maharashtra,Yavatmal,7.86,343561,Rice,Medium,Unknown,Unknown
992,Maharashtra,Beed,5.16,400164,Soybean,Medium,Patoda,Jaulkhed
993,Maharashtra,Yavatmal,4.69,395783,Sugarcane,Small,Unknown,Unknown
994,Maharashtra,Yavatmal,5.21,144881,Wheat,Medium,Unknown,Unknown
995,Maharashtra,Kolhapur,4.5,292934,Wheat,Small,Hatkanangale,Pethvadgaon
996,Maharashtra,Amravati,5.26,482670,Sugarcane,Medium,Chandur,Kurha
997,Maharashtra,Nanded,3.87,182659,Cotton,Small,Biloli,Hadsani
998,Maharashtra,Raigad,2.14,171688,Rice,Small,Panvel,Kalamboli
999,Maharashtra,Pune,1.4,165584,Cotton,Small,Haveli,Theur
1000,Maharashtra,Beed,1.01,235782,Wheat,Small,Patoda,Chousala
1001,Maharashtra,Aurangabad,2.47,398711,Sugarcane,Small,Gangapur,Banewadi
1002,Maharashtra,Pune,0.85,272820,Sugarcane,Marginal,Haveli,Wagholi
1003,Maharashtra,Amravati,4.75,388030,Cotton,Small,Achalpur,Paratwada
1004,Maharashtra,Pune,2.63,462032,Cotton,Small,Haveli,Theur
1005,Maharashtra,Nagpur,6.68,266896,Rice,Medium,Katol,Dhapewada
1006,Maharashtra,Raigad,1.06,341576,Soybean,Small,Panvel,Karanjade
1007,Maharashtra,Aurangabad,2.2,229689,Soybean,Small,Paithan,Patoda
1008,Maharashtra,Amravati,5.98,384517,Rice,Medium,Daryapur,Yeoda
1009,Maharashtra,Kolhapur,4.99,215289,Soybean,Small,Hatkanangale,Jaysingpur
1010,Maharashtra,Beed,0.98,333028,Wheat,Marginal,Patoda,Jaulkhed
1011,Maharashtra,Palghar,7.08,317598,Soybean,Medium,Unknown,Unknown
1012,Maharashtra,Satara,7.08,124960,Rice,Medium,Phaltan,Lonand
1013,Maharashtra,Amravati,2.98,152421,Soybean,Small,Achalpur,Paratwada
1014,Maharashtra,Nashik,3.05,288245,Sugarcane,Small,Unknown,Unknown
1015,Maharashtra,Raigad,7.92,93618,Cotton,Medium,Alibag,Chaul
1016,Maharashtra,Beed,5.2,97111,Wheat,Medium,Georai,Bansarola
1017,Maharashtra,Nanded,4.48,482829,Sugarcane,Small,Degloor,Kangti
